STNAM,FIPST,LEAID,ST_LEAID,LEANM,NCESSCH,ST_SCHID,SCHNAM,ALL_COHORT_1617,ALL_RATE_1617,MAM_COHORT_1617,MAM_RATE_1617,MAS_COHORT_1617,MAS_RATE_1617,MBL_COHORT_1617,MBL_RATE_1617,MHI_COHORT_1617,MHI_RATE_1617,MTR_COHORT_1617,MTR_RATE_1617,MWH_COHORT_1617,MWH_RATE_1617,CWD_COHORT_1617,CWD_RATE_1617,ECD_COHORT_1617,ECD_RATE_1617,LEP_COHORT_1617,LEP_RATE_1617,DATE_CUR
ALABAMA,01,0101290,AL-026,Elmore County,010129000463,AL-026-0010,Elmore Co High Sch,110,GE95,.,.,.,.,8,GE50,.,.,.,.,102,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101290,AL-026,Elmore County,010129000465,AL-026-0020,Holtville High Sch,128,80-84,.,.,.,.,10,GE50,2,PS,1,PS,114,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101290,AL-026,Elmore County,010129000468,AL-026-0050,Stanhope Elmore High Sch,261,83,.,.,3,PS,107,80-84,10,GE50,8,GE50,131,80-84,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101290,AL-026,Elmore County,010129000471,AL-026-0070,Wetumpka High Sch,266,89,.,.,1,PS,71,85-89,9,GE50,6,GE50,179,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101320,AL-132,Enterprise City,010132000475,AL-132-0040,Dauphin Jr High Sch,7,LT50,.,.,.,.,1,PS,.,.,.,.,6,LT50,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101320,AL-132,Enterprise City,010132000476,AL-132-0050,Enterprise High Sch,505,92,.,.,13,GE50,113,85-89,38,GE90,17,GE80,318,93,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101350,AL-027,Escambia County,010135000484,AL-027-0025,Escambia Co High Sch,123,85-89,.,.,.,.,96,85-89,1,PS,1,PS,12,GE50,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101350,AL-027,Escambia County,010135000487,AL-027-0050,Flomaton High Sch,67,85-89,.,.,.,.,6,GE50,1,PS,1,PS,54,80-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101350,AL-027,Escambia County,010135000492,AL-027-0110,W S Neal High Sch,107,80-84,.,.,.,.,32,80-89,1,PS,3,PS,70,80-84,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101380,AL-028,Etowah County,010138000496,AL-028-0040,Gaston High Sch,58,GE90,.,.,.,.,2,PS,1,PS,1,PS,54,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101380,AL-028,Etowah County,010138000498,AL-028-0060,Glencoe High Sch,79,GE95,.,.,1,PS,2,PS,.,.,.,.,76,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101380,AL-028,Etowah County,010138000505,AL-028-0120,Sardis High Sch,120,85-89,.,.,.,.,.,.,7,GE50,.,.,112,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101380,AL-028,Etowah County,010138000506,AL-028-0130,Southside High Sch,221,94,.,.,3,PS,6,GE50,7,GE50,.,.,205,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101380,AL-028,Etowah County,010138000507,AL-028-0150,West End High Sch,66,80-84,.,.,.,.,2,PS,2,PS,.,.,62,80-84,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101380,AL-028,Etowah County,010138001662,AL-028-0075,Hokes Bluff High Sch,111,GE95,.,.,.,.,1,PS,.,.,1,PS,109,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101410,AL-133,Eufaula City,010141000511,AL-133-0010,Eufaula High Sch,259,80,.,.,1,PS,125,80-84,22,21-39,3,PS,108,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101440,AL-137,Fairfield City,010144000516,AL-137-0020,Fairfield High Preparatory Sch,134,85-89,.,.,.,.,132,85-89,1,PS,.,.,1,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101470,AL-029,Fayette County,010147000521,AL-029-0020,Berry High Sch,45,80-89,.,.,.,.,3,PS,1,PS,.,.,41,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101470,AL-029,Fayette County,010147000525,AL-029-0040,Hubbertville Sch,35,GE90,.,.,.,.,.,.,.,.,.,.,35,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101470,AL-029,Fayette County,010147001787,AL-029-0025,Fayette Co High Sch,103,90-94,.,.,.,.,26,GE80,.,.,1,PS,76,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101530,AL-141,Florence City,010153000528,AL-141-0020,Florence High Sch,335,98,.,.,6,GE50,99,GE95,26,GE80,22,GE80,182,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101530,AL-141,Florence City,010153000531,AL-141-0040,Florence Freshman Ctr,10,LT50,.,.,.,.,3,PS,.,.,.,.,7,LT50,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101560,AL-143,Fort Payne City,010156000538,AL-143-0020,Fort Payne High Sch,203,97,.,.,1,PS,11,GE50,60,GE90,2,PS,129,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101590,AL-030,Franklin County,010159000541,AL-030-0010,Belgreen High Sch,38,80-89,.,.,.,.,.,.,6,GE50,.,.,32,80-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101590,AL-030,Franklin County,010159000544,AL-030-0030,Phil Campbell High Sch,58,80-89,.,.,.,.,.,.,.,.,2,PS,56,80-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101590,AL-030,Franklin County,010159000545,AL-030-0040,Red Bay High Sch,56,GE90,.,.,1,PS,3,PS,1,PS,.,.,51,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101590,AL-030,Franklin County,010159000548,AL-030-0090,Vina High Sch,22,GE80,.,.,.,.,.,.,.,.,.,.,22,GE80,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101590,AL-030,Franklin County,010159001869,AL-030-0065,Tharptown High Sch,38,80-89,.,.,.,.,1,PS,11,GE50,.,.,26,GE80,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101620,AL-144,Gadsden City,010162001368,AL-144-3000,C I T Y Prog,11,LT50,.,.,.,.,4,PS,3,PS,.,.,4,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101620,AL-144,Gadsden City,010162001824,AL-144-0135,Gadsden City High Sch,354,91,.,.,1,PS,184,90-94,28,GE80,1,PS,139,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101640,AL-146,Geneva City,010164000567,AL-146-0010,Geneva High Sch,82,90-94,.,.,.,.,12,GE50,1,PS,1,PS,68,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101660,AL-031,Geneva County,010166000570,AL-031-0020,Geneva Co High Sch,57,GE90,.,.,.,.,12,GE50,3,PS,1,PS,41,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101660,AL-031,Geneva County,010166000571,AL-031-0040,Samson High Sch,48,GE90,.,.,.,.,4,PS,2,PS,.,.,42,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101660,AL-031,Geneva County,010166001519,AL-031-0060,Slocomb High Sch,91,85-89,.,.,.,.,11,GE50,7,GE50,.,.,73,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101680,AL-032,Greene County,010168000576,AL-032-0030,Greene Co High Sch,89,75-79,.,.,1,PS,87,75-79,.,.,1,PS,.,.,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101690,AL-154,Guntersville City,010169000582,AL-154-0040,Guntersville High Sch,151,90-94,.,.,2,PS,10,GE50,10,GE50,8,GE50,121,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101710,AL-033,Hale County,010171000588,AL-033-0050,Hale Co High Sch,90,85-89,.,.,.,.,38,80-89,.,.,2,PS,50,80-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101710,AL-033,Hale County,010171002162,AL-033-0043,Greensboro High Sch,105,90-94,.,.,.,.,105,90-94,.,.,.,.,.,.,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101720,AL-155,Haleyville City,010172000594,AL-155-0030,Haleyville High Sch,116,90-94,.,.,.,.,4,PS,12,GE50,1,PS,98,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101730,AL-156,Hartselle City,010173000599,AL-156-0040,Hartselle High Sch,256,93,.,.,1,PS,15,GE50,5,PS,7,GE50,227,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101740,AL-034,Henry County,010174000600,AL-034-0020,Abbeville High Sch,64,GE95,.,.,.,.,45,GE90,.,.,2,PS,17,GE80,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101740,AL-034,Henry County,010174000604,AL-034-0040,Headland High Sch,127,GE95,.,.,1,PS,24,GE80,3,PS,1,PS,98,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101760,AL-157,Homewood City,010176000608,AL-157-0035,Homewood High Sch,272,93,.,.,8,GE50,68,90-94,35,80-89,10,GE50,151,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101770,AL-035,Houston County,010177000611,AL-035-0010,Ashford High Sch,108,90-94,.,.,.,.,34,GE90,1,PS,2,PS,70,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101770,AL-035,Houston County,010177000612,AL-035-0020,Cottonwood High Sch,60,80-89,.,.,.,.,3,PS,2,PS,.,.,55,80-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101770,AL-035,Houston County,010177000614,AL-035-0040,Houston Co High Sch,41,GE90,.,.,.,.,18,GE80,1,PS,.,.,22,GE80,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101770,AL-035,Houston County,010177000615,AL-035-0050,Rehobeth High Sch,167,GE95,.,.,.,.,14,GE50,5,PS,1,PS,147,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101770,AL-035,Houston County,010177000617,AL-035-0080,Wicksburg High Sch,68,GE95,.,.,.,.,4,PS,2,PS,.,.,62,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101800,AL-159,Huntsville City,010180000629,AL-159-0340,Virgil Grissom High Sch,464,88,.,.,20,GE80,75,85-89,51,60-69,14,GE50,301,90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101800,AL-159,Huntsville City,010180000631,AL-159-0160,Huntsville High Sch,502,92,.,.,12,GE50,111,80-84,32,GE90,25,GE80,318,96,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101800,AL-159,Huntsville City,010180000636,AL-159-0200,Lee High Sch,191,85-89,.,.,2,PS,138,90-94,6,GE50,10,GE50,34,70-79,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101800,AL-159,Huntsville City,010180001374,AL-159-0460,New Century Tech Demo High Sch,96,GE95,.,.,3,PS,34,GE90,9,GE50,5,PS,44,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101800,AL-159,Huntsville City,010180001651,AL-159-0052,Columbia High School,207,85,.,.,2,PS,131,85-89,33,80-89,6,GE50,32,60-69,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101800,AL-159,Huntsville City,010180002419,AL-159-0172,Jemison High School,170,90-94,.,.,2,PS,148,90-94,12,GE50,4,PS,4,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101830,AL-036,Jackson County,010183000662,AL-036-0080,North Sand Mt Sch,63,GE95,.,.,.,.,.,.,1,PS,.,.,58,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101830,AL-036,Jackson County,010183000663,AL-036-0090,Paint Rock Valley High Sch,6,GE50,.,.,.,.,.,.,.,.,.,.,6,GE50,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101830,AL-036,Jackson County,010183000667,AL-036-0120,Section High Sch,65,90-94,.,.,.,.,.,.,4,PS,.,.,49,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101830,AL-036,Jackson County,010183000668,AL-036-0130,Skyline High Sch,40,GE90,.,.,.,.,.,.,2,PS,.,.,33,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101830,AL-036,Jackson County,010183000671,AL-036-0150,Woodville High Sch,51,80-89,.,.,.,.,.,.,.,.,.,.,49,80-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101830,AL-036,Jackson County,010183001532,AL-036-0100,Pisgah High Sch,61,GE95,.,.,.,.,.,.,.,.,.,.,45,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101830,AL-036,Jackson County,010183001751,AL-036-0075,North Jackson High Sch,120,85-89,.,.,.,.,16,GE80,3,PS,1,PS,91,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101860,AL-162,Jacksonville City,010186000673,AL-162-0020,Jacksonville High Sch,106,90-94,.,.,.,.,39,GE90,1,PS,.,.,65,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101890,AL-163,Jasper City,010189000678,AL-163-0040,Walker High Sch,223,89,.,.,1,PS,45,80-89,12,GE50,6,GE50,159,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000469,AL-037-0185,Clay-Chalkville High Sch,357,90,.,.,2,PS,229,90-94,16,GE80,2,PS,108,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000698,AL-037-0210,Corner High Sch,128,GE95,.,.,.,.,1,PS,.,.,.,.,127,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000702,AL-037-0280,Erwin High Sch,220,83,.,.,.,.,213,85-89,3,PS,1,PS,2,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000704,AL-037-0295,Fultondale High Sch,91,90-94,.,.,.,.,30,GE80,20,GE80,.,.,40,80-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000706,AL-037-0310,Gardendale High Sch,272,93,.,.,1,PS,74,GE95,4,PS,1,PS,191,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000717,AL-037-0420,Hueytown High Sch,274,92,.,.,1,PS,123,90-94,9,GE50,5,PS,136,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000725,AL-037-0520,McAdory High Sch,251,93,.,.,1,PS,121,GE95,15,GE50,.,.,114,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000728,AL-037-0610,Mortimer Jordan High Sch,193,GE95,.,.,.,.,15,GE50,3,PS,.,.,174,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000732,AL-037-0690,Oak Grove High Sch,128,GE95,.,.,.,.,3,PS,1,PS,.,.,123,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000734,AL-037-0710,Pinson Valley High Sch,278,92,.,.,.,.,106,GE95,43,GE90,.,.,129,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000737,AL-037-0735,Pleasant Grove High Sch,125,90-94,.,.,1,PS,93,GE95,1,PS,.,.,30,GE80,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192000744,AL-037-0795,Shades Valley High Sch,275,94,.,.,10,GE50,165,GE95,25,60-79,.,.,75,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192001680,AL-037-0845,William E Burkett Multi-Handicapped Ctr,5,PS,.,.,.,.,5,PS,.,.,.,.,.,.,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101920,AL-037,Jefferson County,010192001752,AL-037-0585,Minor High Sch,265,94,.,.,.,.,235,GE95,8,GE50,.,.,22,60-79,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101950,AL-038,Lamar County,010195000756,AL-038-0060,Sulligent Sch,51,GE90,.,.,.,.,7,GE50,1,PS,.,.,43,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101950,AL-038,Lamar County,010195001511,AL-038-0090,Lamar Co High-Intermediate,52,GE90,.,.,.,.,6,GE50,1,PS,.,.,45,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101950,AL-038,Lamar County,010195001720,AL-038-0055,South Lamar Sch,37,GE90,.,.,.,.,3,PS,.,.,1,PS,33,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0101980,AL-165,Lanett City,010198000759,AL-165-0030,Lanett Senior High Sch,63,85-89,.,.,.,.,54,GE90,1,PS,.,.,8,GE50,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102010,AL-039,Lauderdale County,010201000764,AL-039-0020,Brooks High Sch,151,GE95,.,.,.,.,7,GE50,6,GE50,.,.,138,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102010,AL-039,Lauderdale County,010201000765,AL-039-0030,Central High Sch,110,GE95,.,.,.,.,6,GE50,4,PS,.,.,100,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102010,AL-039,Lauderdale County,010201000767,AL-039-0070,Lauderdale Co High Sch,104,GE95,.,.,2,PS,6,GE50,1,PS,.,.,94,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102010,AL-039,Lauderdale County,010201000770,AL-039-0080,Lexington Sch,81,GE95,.,.,.,.,.,.,.,.,.,.,80,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102010,AL-039,Lauderdale County,010201000772,AL-039-0110,Rogers High Sch,102,GE95,.,.,.,.,1,PS,1,PS,.,.,100,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102010,AL-039,Lauderdale County,010201000774,AL-039-0130,Waterloo High Sch,29,GE80,.,.,.,.,1,PS,1,PS,.,.,27,GE80,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102010,AL-039,Lauderdale County,010201000775,AL-039-0140,Wilson High Sch,111,85-89,.,.,.,.,2,PS,1,PS,.,.,108,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102040,AL-040,Lawrence County,010204000776,AL-040-0030,R A Hubbard High Sch,19,GE80,.,.,.,.,14,GE50,1,PS,.,.,4,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102040,AL-040,Lawrence County,010204000780,AL-040-0050,Hatton High Sch,78,85-89,.,.,1,PS,2,PS,1,PS,.,.,52,80-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102040,AL-040,Lawrence County,010204000783,AL-040-0090,Lawrence Co High Sch,157,90-94,.,.,1,PS,9,GE50,5,PS,1,PS,86,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102040,AL-040,Lawrence County,010204001546,AL-040-0020,East Lawrence High Sch,103,85-89,.,.,.,.,13,GE50,1,PS,.,.,86,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102040,AL-040,Lawrence County,010204002211,AL-040-0145,Lawrence County Developmental,3,PS,.,.,.,.,2,PS,.,.,.,.,1,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102070,AL-041,Lee County,010207000790,AL-041-0010,Beauregard High Sch,181,90-94,.,.,2,PS,52,GE90,3,PS,4,PS,120,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102070,AL-041,Lee County,010207000791,AL-041-0020,Beulah High Sch,90,85-89,.,.,.,.,16,GE80,.,.,3,PS,71,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102070,AL-041,Lee County,010207000792,AL-041-0030,Loachapoka High Sch,31,GE90,.,.,.,.,27,GE80,1,PS,1,PS,2,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102070,AL-041,Lee County,010207000795,AL-041-0060,Smiths Station High Sch,463,88,.,.,2,PS,113,90-94,21,GE80,14,GE50,311,87,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102070,AL-041,Lee County,010207002197,AL-041-0063,Smith Station Freshman Ctr,14,LT50,.,.,.,.,3,PS,1,PS,1,PS,9,LT50,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102100,AL-042,Limestone County,010210000797,AL-042-0010,Ardmore High Sch,135,GE95,.,.,3,PS,4,PS,2,PS,.,.,126,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102100,AL-042,Limestone County,010210000799,AL-042-0020,Clements High Sch,80,90-94,.,.,2,PS,7,GE50,6,GE50,1,PS,64,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102100,AL-042,Limestone County,010210000800,AL-042-0030,East Limestone High Sch,159,GE95,.,.,.,.,25,GE80,10,GE50,2,PS,121,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102100,AL-042,Limestone County,010210000808,AL-042-0120,Tanner High Sch,72,85-89,.,.,.,.,22,GE80,15,GE50,4,PS,31,80-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102100,AL-042,Limestone County,010210000810,AL-042-0140,West Limestone High Sch,117,90-94,.,.,.,.,4,PS,9,GE50,2,PS,101,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102100,AL-042,Limestone County,010210001549,AL-042-0050,Elkmont High Sch,100,90-94,.,.,.,.,1,PS,9,GE50,.,.,89,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102130,AL-168,Linden City,010213000813,AL-168-0030,Linden High Sch,50,80-89,.,.,.,.,47,80-89,2,PS,1,PS,.,.,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102160,AL-043,Lowndes County,010216000815,AL-043-0015,Calhoun High Sch,61,85-89,.,.,.,.,59,80-89,.,.,.,.,2,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102160,AL-043,Lowndes County,010216000817,AL-043-0025,Central High Sch,54,GE90,.,.,.,.,54,GE90,.,.,.,.,.,.,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102190,AL-044,Macon County,010219000824,AL-044-0060,Notasulga High Sch,39,80-89,.,.,.,.,38,80-89,1,PS,.,.,.,.,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102190,AL-044,Macon County,010219001811,AL-044-0010,Booker T Washington High,166,80-84,.,.,.,.,163,80-84,.,.,.,.,3,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102220,AL-045,Madison County,010222000556,AL-045-0095,Madison Co High Sch,118,90-94,.,.,1,PS,14,GE50,3,PS,2,PS,93,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102220,AL-045,Madison County,010222000836,AL-045-0070,Hazel Green High Sch,319,95,.,.,3,PS,40,GE90,10,GE50,6,GE50,245,GE95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102220,AL-045,Madison County,010222000843,AL-045-0140,New Hope High Sch,92,85-89,.,.,.,.,4,PS,2,PS,.,.,79,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102220,AL-045,Madison County,010222000848,AL-045-0190,Sparkman High Sch,628,96,.,.,19,GE80,182,GE95,22,GE80,7,GE50,368,95,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102220,AL-045,Madison County,010222001683,AL-045-0030,Buckhorn High Sch,333,94,.,.,3,PS,61,GE95,7,GE50,4,PS,235,90-94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102220,AL-045,Madison County,010222001821,AL-045-0191,Sparkman Ninth Grade Sch,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102250,AL-046,Marengo County,010225000852,AL-046-0010,Amelia L. Johnson High Sch,18,GE80,.,.,.,.,17,GE80,1,PS,.,.,.,.,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102250,AL-046,Marengo County,010225000856,AL-046-0060,Marengo High Sch,23,GE80,.,.,.,.,23,GE80,.,.,.,.,.,.,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102250,AL-046,Marengo County,010225000857,AL-046-0090,Sweet Water High Sch,53,GE90,.,.,.,.,22,GE80,.,.,.,.,31,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102310,AL-047,Marion County,010231000862,AL-047-0020,Brilliant High Sch,20,GE80,.,.,.,.,1,PS,.,.,.,.,19,GE80,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102310,AL-047,Marion County,010231000863,AL-047-0100,Marion Co High Sch,58,GE90,.,.,1,PS,7,GE50,2,PS,1,PS,47,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102310,AL-047,Marion County,010231000866,AL-047-0070,Hackleburg Sch,35,GE90,.,.,.,.,1,PS,2,PS,.,.,32,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102310,AL-047,Marion County,010231000868,AL-047-0090,Hamilton High Sch,121,85-89,.,.,1,PS,5,PS,6,GE50,2,PS,107,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102310,AL-047,Marion County,010231000869,AL-047-0110,Phillips High Sch,32,80-89,.,.,.,.,.,.,1,PS,.,.,31,GE90,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102310,AL-047,Marion County,010231000985,AL-047-0095,Marion Co Alt Sch,3,PS,.,.,.,.,.,.,.,.,.,.,3,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102350,AL-171,Midfield City,010235000891,AL-171-0020,Midfield High Sch,89,90-94,.,.,.,.,89,90-94,.,.,.,.,.,.,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000898,AL-049-0080,Ben C Rain High Sch,206,87,.,.,.,.,196,85-89,6,GE50,1,PS,3,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000899,AL-049-0100,Baker High Sch,682,93,.,.,16,GE80,211,90-94,40,GE90,14,GE50,395,94,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000900,AL-049-0120,Mattie T Blount High Sch,258,85,.,.,.,.,250,80-84,1,PS,2,PS,5,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000906,AL-049-0190,Citronelle High Sch,199,85-89,.,.,.,.,33,80-89,3,PS,8,GE50,114,80-84,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000912,AL-049-0230,WP Davidson High Sch,356,83,.,.,14,GE50,212,75-79,16,GE80,3,PS,108,85-89,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000934,AL-049-0460,Mary G Montgomery High Sch,548,81,.,.,2,PS,101,85-89,12,GE50,8,GE50,422,80,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000942,AL-049-0530,Murphy High Sch,534,84,.,.,12,GE50,399,85,14,GE50,6,GE50,103,80-84,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000962,AL-049-0730,John L Leflore Preparatory Acad,252,88,.,.,.,.,248,85-89,2,PS,2,PS,.,.,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000964,AL-049-0750,CF Vigor High Sch,169,80-84,.,.,.,.,165,80-84,1,PS,.,.,3,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000969,AL-049-0800,Lillie B Williamson High Sch,164,80-84,.,.,.,.,160,80-84,1,PS,2,PS,1,PS,.,.,.,.,.,.,17AUG18
ALABAMA,01,0102370,AL-049,Mobile County,010237000989,AL-049-0136,Alma Bryant High Sch,416,86,.,.,28,GE80,56,80-89,11,GE50,10,GE50,308,85,.,.,.,.,.,.,17AUG18
